iter	Passed	Remaining
306	24404	214078
307	24498	214123
308	24584	214103
309	24669	214071
310	24749	213988
311	24824	213872
312	24905	213804
313	24983	213714
314	25072	213710
315	25157	213679
316	25235	213589
317	25319	213544
318	25404	213511
319	25487	213458
320	25580	213492
321	25654	213362
322	25732	213265
323	25817	213231
324	25887	213072
325	25972	213039
326	26059	213019
327	26144	212980
328	26217	212846
329	26295	212756
330	26381	212727
331	26462	212656
332	26556	212689
333	26632	212583
334	26713	212515
335	26790	212413
336	26868	212320
337	26941	212184
338	27023	212122
339	27103	212048
340	27191	212032
341	27284	212053
342	27366	211989
343	27444	211896
344	27538	211926
345	27620	211862
346	27704	211815
347	27782	211723
348	27862	211643
349	27939	211538
350	28024	211501
351	28112	211479
352	28209	211530
353	28284	211415
354	28370	211377
355	28449	211291
356	28543	211314
357	28616	211189
358	28695	211099
359	28777	211038
360	28858	210966
361	28935	210859
362	29016	210792
363	29090	210667
364	29170	210587
365	29246	210475
366	29327	210406
367	29407	210325
368	29492	210280
369	29577	210243
370	29657	210159
371	29723	209981
372	29802	209893
373	29879	209797
374	29958	209710
375	30050	209716
376	30121	209570
377	30210	209556
378	30307	209593
379	30382	209477
380	30482	209534
381	30565	209476
382	30656	209471
383	30736	209395
384	30834	209437
385	30913	209346
386	30986	209216
387	31064	209122
388	31150	209084
389	31227	208982
390	31302	208871
391	31383	208793
392	31462	208712
393	31558	208734
394	31638	208652
395	31724	208610
396	31809	208564
397	31887	208471
398	31965	208378
399	32052	208341
400	32137	208289
401	32223	208252
402	32306	208191
403	32378	208057
404	32467	208030
405	32559	208029
406	32650	208014
407	32730	207933
408	32811	207861
409	32906	207870
410	32983	207772
411	33065	207705
412	33147	207633
413	33223	207527
414	33311	207493
415	33387	207386
416	33474	207346
417	33575	207397
418	33662	207355
419	33745	207293
420	33831	207249
421	33916	207193
422	33999	207133
423	34077	207035
424	34179	207085
425	34263	207027
426	34374	207129
427	34469	207141
428	34598	207351
429	34706	207429
430	34825	207578
431	34936	207675
432	35037	207717
433	35151	207833
434	35254	207881
435	35348	207876
436	35459	207969
437	35575	208093
438	35680	208152
439	35783	208193
440	35885	208235
441	35962	208129
442	36041	208033
443	36124	207957
444	36201	207852
445	36276	207737
446	36364	207692
447	36464	207716
448	36548	207652
449	36630	207575
450	36713	207503
451	36794	207418
452	36873	207321
453	36952	207227
454	37041	207186
455	37120	207091
456	37203	207023
457	37288	206957
458	37366	206860
459	37453	206806
460	37533	206718
461	37618	206655
462	37705	206608
463	37780	206490
464	37858	206388
465	37942	206325
466	38020	206224
467	38099	206129
468	38183	206059
469	38267	205994
470	38344	205887
471	38424	205799
472	38504	205709
473	38586	205633
474	38666	205545
475	38748	205467
476	38828	205374
477	38916	205329
478	38998	205252
479	39080	205172
480	39160	205081
481	39243	205011
482	39334	204978
483	39411	204873
484	39502	204842
485	39579	204739
486	39662	204667
487	39738	204552
488	39813	204440
489	39897	204374
490	39985	204327
491	40070	204261
492	40173	204287
493	40256	204216
494	40337	204133
495	40429	204102
496	40511	204026
497	40590	203931
498	40686	203919
499	40764	203821
500	40850	203765
501	40924	203646
502	41019	203627
503	41148	203784
504	41249	203794
505	41328	203700
506	41416	203651
507	41499	203578
508	41588	203528
509	41659	203395
510	41744	203331
511	41825	203244
512	41914	203200
513	41997	203125
514	42082	203058
515	42160	202960
516	42249	202910
517	42333	202841
518	42420	202782
519	42504	202712
520	42595	202676
521	42681	202613
522	42768	202556
523	42853	202492
524	42933	202399
525	43010	202295
526	43095	202228
527	43181	202169
528	43258	202065
529	43335	201961
530	43416	201875
531	43501	201806
532	43578	201702
533	43665	201647
534	43753	201592
535	43834	201508
536	43903	201368
537	43991	201313
538	44081	201270
539	44157	201161
540	44243	201097
541	44327	201026
542	44403	200919
543	44483	200829
544	44567	200760
545	44649	200678
546	44745	200659
547	44823	200560
548	44912	200512
549	44995	200436
550	45080	200366
551	45157	200264
552	45242	200198
553	45315	200073
554	45399	200003
555	45478	199910
556	45568	199861
557	45650	199781
558	45735	199716
559	45815	199624
560	45898	199550
561	45994	199527
562	46100	199551
563	46191	199509
564	46270	199412
565	46342	199290
566	46434	199250
567	46514	199160
568	46596	199078
569	46679	199001
570	46757	198903
571	46835	198805
572	46934	198797
573	47009	198686
574	47098	198634
575	47170	198510
576	47254	198435
577	47331	198335
578	47423	198295
579	47497	198179
580	47580	198102
581	47648	197964
582	47733	197894
583	47803	197761
584	47884	197675
585	47958	197563
586	48046	197507
587	48127	197422
588	48217	197373
589	48301	197297
590	48394	197261
591	48474	197172
592	48553	197078
593	48654	197077
594	48751	197053
595	48842	197007
596	48953	197042
597	49065	197081
598	49183	197143
599	49284	197137
600	49387	197139
601	49483	197113
602	49580	197088
603	49667	197025
604	49758	196977
605	49857	196963
606	49957	196947
607	50040	196868
608	50131	196821
609	50209	196721
610	50293	196648
611	50374	196558
612	50477	196556
613	50569	196511
614	50663	196477
615	50741	196377
616	50821	196285
617	50901	196195
618	50991	196140
619	51062	196013
620	51151	195956
621	51237	195889
622	51323	195819
623	51405	195736
624	51494	195678
625	51579	195606
626	51659	195513
627	51741	195431
628	51830	195373
629	51910	195281
630	51994	195207
631	52080	195136
632	52163	195057
633	52241	194956
634	52321	194865
635	52403	194781
636	52495	194734
637	52579	194658
638	52649	194530
639	52728	194437
640	52803	194328
641	52888	194254
642	52979	194201
643	53055	194095
644	53140	194023
645	53213	193909
646	53294	193821
647	53376	193736
648	53468	193688
649	53542	193576
650	53619	193474
651	53699	193384
652	53778	193287
653	53862	193213
654	53950	193151
655	54035	193079
656	54119	193002
657	54200	192912
658	54270	192788
659	54349	192695
660	54433	192617
661	54507	192504
662	54590	192425
663	54671	192339
664	54749	192241
665	54824	192131
666	54906	192048
667	54992	191980
668	55077	191905
669	55157	191814
670	55235	191718
671	55328	191673
672	55414	191602
673	55496	191520
674	55579	191440
675	55664	191366
676	55750	191298
677	55836	191226
678	55921	191152
679	56009	191090
680	56097	191027
681	56193	190991
682	56278	190916
683	56363	190843
684	56446	190765
685	56532	190693
686	56629	190660
687	56705	190558
688	56782	190457
689	56864	190371
690	56949	190299
691	57038	190239
692	57125	190170
693	57207	190086
694	57291	190010
695	57372	189924
696	57463	189868
697	57547	189792
698	57631	189714
699	57714	189634
700	57806	189581
701	57887	189493
702	57970	189413
703	58049	189320
704	58136	189252
705	58222	189181
706	58298	189079
707	58384	189008
708	58473	188944
709	58554	188858
710	58636	188774
711	58720	188696
712	58799	188603
713	58888	188543
714	58972	188465
715	59058	188394
716	59140	188307
717	59223	188229
718	59318	188185
719	59397	188090
720	59483	188020
721	59560	187921
722	59640	187831
723	59720	187739
724	59797	187640
725	59877	187550
726	59962	187474
727	60038	187373
728	60129	187317
729	60213	187240
730	60298	187163
731	60383	187089
732	60473	187030
733	60549	186928
734	60626	186829
735	60702	186724
736	60784	186641
737	60867	186562
738	60970	186540
739	61050	186452
740	61130	186361
741	61215	186287
742	61306	186231
743	61394	186165
744	61480	186092
745	61567	186023
746	61649	185939
747	61727	185843
748	61812	185768
749	61893	185680
750	61982	185618
751	62069	185548
752	62153	185469
753	62229	185369
754	62315	185295
755	62399	185216
756	62487	185151
757	62571	185073
758	62655	184995
759	62744	184931
760	62823	184838
761	62910	184769
762	62989	184674
763	63060	184559
764	63149	184494
765	63229	184405
766	63320	184347
767	63401	184259
768	63492	184201
769	63576	184122
770	63663	184053
771	63736	183944
772	63814	183848
773	63892	183753
774	63981	183689
775	64069	183620
776	64154	183547
777	64241	183477
778	64321	183385
779	64404	183304
780	64491	183235
781	64573	183151
782	64656	183068
783	64739	182987
784	64817	182891
785	64899	182809
786	64991	182752
787	65072	182665
788	65155	182584
789	65226	182469
790	65317	182408
791	65414	182366
792	65502	182300
793	65586	182220
794	65668	182136
795	65750	182052
796	65834	181974
797	65913	181882
798	65998	181806
799	66076	181710
800	66159	181629
801	66235	181529
802	66330	181480
803	66427	181436
804	66516	181371
805	66603	181301
806	66692	181234
807	66771	181143
808	66856	181066
809	66937	180980
810	67021	180900
811	67100	180809
812	67189	180742
813	67272	180661
814	67366	180609
815	67465	180569
816	67577	180565
817	67693	180571
818	67792	180531
819	67886	180480
820	67991	180455
821	68070	180362
822	68163	180306
823	68260	180260
824	68360	180224
825	68449	180156
826	68544	180105
827	68636	180045
828	68716	179956
829	68795	179862
830	68878	179779
831	68956	179684
832	69037	179598
833	69111	179490
834	69196	179412
835	69266	179297
836	69361	179245
837	69442	179158
838	69525	179076
839	69607	178989
840	69707	178951
841	69783	178852
842	69863	178761
843	69935	178649
844	70015	178560
845	70094	178467
846	70184	178403
847	70265	178315
848	70349	178234
849	70437	178164
850	70550	178157
851	70625	178055
852	70707	177970
853	70792	177892
854	70869	177796
855	70969	177755
856	71056	177682
857	71140	177602
858	71225	177524
859	71303	177429
860	71387	177348
861	71482	177297
862	71565	177212
863	71649	177133
864	71733	177052
865	71810	176955
866	71888	176861
867	71970	176774
868	72058	176705
869	72133	176603
870	72213	176512
871	72301	176442
872	72383	176356
873	72480	176308
874	72557	176211
875	72636	176119
876	72712	176019
877	72792	175928
878	72889	175879
879	72982	175822
880	73066	175741
881	73208	175799
882	73287	175707
883	73362	175605
884	73452	175539
885	73531	175446
886	73612	175357
887	73692	175268
888	73769	175170
889	73851	175086
890	73932	174997
891	74005	174891
892	74089	174810
893	74168	174719
894	74255	174645
895	74340	174567
896	74424	174485
897	74504	174396
898	74599	174342
899	74682	174259
900	74803	174264
901	74917	174253
902	75012	174199
903	75107	174142
904	75217	174122
905	75320	174084
906	75424	174050
907	75533	174025
908	75630	173975
909	75728	173925
910	75826	173876
911	75936	173854
912	76031	173799
913	76126	173741
914	76220	173683
915	76333	173667
916	76440	173637
917	76529	173567
918	76638	173540
919	76733	173484
920	76825	173419
921	76932	173389
922	77036	173353
923	77148	173333
924	77244	173279
925	77324	173187
926	77420	173130
927	77536	173120
928	77618	173033
929	77696	172937
930	77777	172849
931	77860	172762
932	77943	172678
933	78024	172589
934	78103	172494
935	78188	172416
936	78286	172364
937	78371	172283
938	78464	172220
939	78572	172190
940	78690	172182
941	78791	172137
942	78896	172099
943	78995	172050
944	79131	172079
945	79232	172033
946	79355	172033
947	79483	172045
948	79569	171967
949	79641	171858
950	79725	171773
951	79802	171675
952	79880	171578
953	79958	171483
954	80045	171406
955	80120	171303
956	80211	171236
957	80308	171179
958	80402	171117
959	80489	171041
960	80581	170972
961	80676	170914
962	80758	170825
963	80840	170737
964	80925	170656
965	81001	170555
966	81076	170452
967	81157	170364
968	81232	170262
969	81310	170164
970	81401	170096
971	81491	170025
972	81583	169959
973	81663	169866
974	81741	169771
975	81829	169696
976	81905	169596
977	81986	169506
978	82069	169419
979	82154	169338
980	82238	169255
981	82327	169182
982	82425	169128
983	82504	169034
984	82587	168947
985	82667	168856
986	82754	168778
987	82830	168679
988	82907	168582
989	82986	168487
990	83076	168415
991	83151	168314
992	83228	168216
993	83308	168125
994	83395	168048
995	83482	167971
996	83559	167874
997	83634	167772
998	83716	167684
999	83787	167575
1000	83867	167484
1001	83942	167381
1002	84032	167310
1003	84116	167227
1004	84195	167134
1005	84274	167041
1006	84359	166960
1007	84449	166888
1008	84536	166811
1009	84617	166722
1010	84700	166635
1011	84781	166546
1012	84870	166473
1013	84952	166386
1014	85030	166290
1015	85108	166195
1016	85190	166108
1017	85271	166020
1018	85358	165941
1019	85456	165886
1020	85557	165835
1021	85640	165749
1022	85720	165658
1023	85797	165562
1024	85873	165463
1025	85946	165359
1026	86023	165263
1027	86107	165178
1028	86191	165096
1029	86278	165018
1030	86366	164942
1031	86459	164876
1032	86538	164783
1033	86617	164690
1034	86700	164606
1035	86783	164519
1036	86870	164443
1037	86947	164345
1038	87029	164258
1039	87111	164171
1040	87195	164087
1041	87278	164002
1042	87365	163926
1043	87460	163862
1044	87547	163784
1045	87623	163686
1046	87711	163610
1047	87798	163533
1048	87871	163430
1049	87947	163331
1050	88026	163239
1051	88106	163148
1052	88187	163058
1053	88267	162968
1054	88356	162894
1055	88449	162827
1056	88536	162749
1057	88623	162671
1058	88716	162604
1059	88796	162514
1060	88882	162435
1061	88959	162338
1062	89041	162252
1063	89122	162162
1064	89206	162079
1065	89289	161994
1066	89375	161913
1067	89469	161848
1068	89556	161770
1069	89637	161683
1070	89717	161591
1071	89799	161505
1072	89886	161427
1073	89965	161335
1074	90052	161256
1075	90136	161172
1076	90212	161076
1077	90287	160976
1078	90368	160887
1079	90456	160811
1080	90536	160721
1081	90617	160632
1082	90693	160534
1083	90776	160450
1084	90853	160354
1085	90927	160253
1086	91009	160166
1087	91088	160074
1088	91171	159990
1089	91249	159896
1090	91330	159807
1091	91427	159746
1092	91511	159664
1093	91589	159570
1094	91669	159480
1095	91756	159402
1096	91837	159313
1097	91906	159204
1098	91989	159119
1099	92066	159023
1100	92144	158929
1101	92221	158835
1102	92301	158745
1103	92394	158678
1104	92482	158601
1105	92561	158510
1106	92647	158430
1107	92724	158335
1108	92810	158254
1109	92884	158155
1110	92957	158052
1111	93034	157957
1112	93113	157866
1113	93191	157772
1114	93271	157683
1115	93345	157583
1116	93446	157528
1117	93537	157457
1118	93614	157363
1119	93696	157275
1120	93776	157186
1121	93855	157095
1122	93939	157011
1123	94007	156901
1124	94088	156814
1125	94172	156730
1126	94272	156675
1127	94357	156593
1128	94448	156521
1129	94525	156426
1130	94609	156344
1131	94688	156253
1132	94780	156183
1133	94861	156095
1134	94954	156026
1135	95045	155955
1136	95126	155867
1137	95210	155783
1138	95295	155701
1139	95390	155637
1140	95469	155546
1141	95553	155463
1142	95656	155410
1143	95758	155356
1144	95884	155340
1145	95991	155295
1146	96091	155238
1147	96182	155164
1148	96288	155117
1149	96419	155109
1150	96517	155047
1151	96607	154975
1152	96699	154903
1153	96796	154840
1154	96903	154793
1155	96996	154724
1156	97091	154657
1157	97175	154573
1158	97259	154490
1159	97349	154416
1160	97446	154353
1161	97527	154265
1162	97612	154182
1163	97697	154100
1164	97792	154033
1165	97886	153966
1166	98001	153929
1167	98100	153870
1168	98193	153799
1169	98285	153728
1170	98402	153695
1171	98509	153647
1172	98620	153606
1173	98706	153524
1174	98796	153449
1175	98884	153371
1176	98976	153299
1177	99069	153229
1178	99154	153147
1179	99243	153071
1180	99332	152993
1181	99428	152928
1182	99524	152861
1183	99600	152766
1184	99682	152677
1185	99757	152579
1186	99846	152503
1187	99936	152428
1188	100018	152341
1189	100094	152244
1190	100172	152150
1191	100253	152061
1192	100338	151978
1193	100430	151907
1194	100504	151808
1195	100582	151715
1196	100667	151632
1197	100755	151553
1198	100833	151460
1199	100915	151373
1200	100990	151275
1201	101074	151191
1202	101158	151106
1203	101238	151016
1204	101327	150939
1205	101422	150871
1206	101503	150783
1207	101585	150697
1208	101674	150619
1209	101750	150523
1210	101834	150439
1211	101924	150364
1212	102005	150275
1213	102088	150189
1214	102167	150097
1215	102243	150002
1216	102325	149914
1217	102415	149839
1218	102494	149747
1219	102573	149656
1220	102650	149562
1221	102731	149473
1222	102815	149388
1223	102895	149298
1224	102974	149207
1225	103060	149126
1226	103144	149042
1227	103224	148952
1228	103306	148865
1229	103400	148795
1230	103490	148720
1231	103571	148631
1232	103648	148538
1233	103731	148451
1234	103809	148359
1235	103885	148263
1236	103967	148176
1237	104053	148095
1238	104138	148013
1239	104225	147932
1240	104306	147844
1241	104396	147768
1242	104474	147676
1243	104550	147580
1244	104631	147493
1245	104712	147404
1246	104791	147313
1247	104871	147223
1248	104956	147140
1249	105043	147060
1250	105132	146984
1251	105247	146942
1252	105337	146867
1253	105433	146800
1254	105521	146721
1255	105607	146639
1256	105689	146552
1257	105780	146478
1258	105865	146395
1259	105942	146301
1260	106024	146215
1261	106104	146124
1262	106181	146030
1263	106263	145944
1264	106352	145867
1265	106437	145784
1266	106523	145702
1267	106605	145616
1268	106688	145529
1269	106765	145436
1270	106845	145346
1271	106922	145252
1272	107000	145161
1273	107077	145067
1274	107158	144979
1275	107239	144891
1276	107328	144813
1277	107421	144741
1278	107505	144658
1279	107584	144566
1280	107669	144483
1281	107760	144408
1282	107840	144319
1283	107925	144237
1284	108004	144145
1285	108077	144047
1286	108160	143962
1287	108248	143883
1288	108337	143805
1289	108437	143743
1290	108524	143662
1291	108610	143580
1292	108686	143486
1293	108768	143399
1294	108855	143319
1295	108931	143224
1296	109003	143124
1297	109088	143041
1298	109180	142967
1299	109271	142893
1300	109368	142826
1301	109449	142738
1302	109532	142653
1303	109619	142572
1304	109704	142489
1305	109790	142407
1306	109869	142317
1307	109956	142237
1308	110045	142160
1309	110129	142075
1310	110243	142030
1311	110356	141982
1312	110463	141928
1313	110554	141853
1314	110651	141785
1315	110744	141712
1316	110847	141652
1317	110948	141589
1318	111046	141523
1319	111128	141435
1320	111227	141370
1321	111320	141297
1322	111423	141237
1323	111515	141163
1324	111600	141079
1325	111687	140998
1326	111763	140904
1327	111845	140817
1328	111921	140723
1329	112000	140631
1330	112083	140546
1331	112156	140447
1332	112233	140355
1333	112307	140258
1334	112392	140174
1335	112473	140086
1336	112553	139997
1337	112633	139908
1338	112718	139824
1339	112798	139735
1340	112890	139661
1341	112965	139565
1342	113050	139482
1343	113126	139387
1344	113211	139305
1345	113287	139211
1346	113382	139139
1347	113460	139048
1348	113543	138962
1349	113622	138871
1350	113704	138784
1351	113784	138696
1352	113866	138609
1353	113947	138521
1354	114030	138435
1355	114113	138350
1356	114197	138265
1357	114278	138177
1358	114436	138182
1359	114545	138128
1360	114628	138043
1361	114717	137964
1362	114797	137874
1363	114874	137782
1364	114959	137698
1365	115042	137612
1366	115126	137529
1367	115202	137434
1368	115282	137344
1369	115375	137271
1370	115457	137184
1371	115534	137091
1372	115620	137009
1373	115703	136924
1374	115778	136829
1375	115860	136742
1376	115942	136655
1377	116018	136561
1378	116099	136474
1379	116183	136388
1380	116285	136326
1381	116371	136243
1382	116459	136164
1383	116537	136072
1384	116617	135983
1385	116687	135882
1386	116771	135798
1387	116850	135708
1388	116932	135621
1389	117005	135523
1390	117085	135435
1391	117170	135352
1392	117251	135263
1393	117341	135186
1394	117416	135091
1395	117492	134998
1396	117572	134909
1397	117648	134815
1398	117729	134728
1399	117805	134634
1400	117893	134555
1401	117976	134469
1402	118057	134382
1403	118134	134289
1404	118223	134211
1405	118307	134126
1406	118411	134065
1407	118490	133975
1408	118568	133883
1409	118643	133789
1410	118720	133697
1411	118804	133612
1412	118885	133525
1413	118968	133439
1414	119054	133357
1415	119136	133270
1416	119218	133184
1417	119300	133098
1418	119388	133018
1419	119461	132922
1420	119559	132853
1421	119640	132765
1422	119727	132684
1423	119810	132599
1424	119883	132502
1425	119974	132426
1426	120054	132337
1427	120132	132246
1428	120220	132167
1429	120310	132088
1430	120397	132008
1431	120491	131934
1432	120573	131848
1433	120656	131763
1434	120734	131672
1435	120817	131586
1436	120896	131497
1437	120971	131402
1438	121048	131310
1439	121126	131220
1440	121213	131139
1441	121317	131077
1442	121406	130997
1443	121486	130909
1444	121567	130821
1445	121643	130728
1446	121733	130651
1447	121816	130565
1448	121896	130476
1449	121973	130385
1450	122066	130310
1451	122149	130225
1452	122227	130134
1453	122309	130048
1454	122403	129974
1455	122482	129884
1456	122568	129803
1457	122650	129716
1458	122731	129629
1459	122808	129537
1460	122892	129453
1461	122974	129367
1462	123052	129276
1463	123150	129206
1464	123233	129121
1465	123323	129043
1466	123405	128957
1467	123485	128869
1468	123571	128786
1469	123657	128704
1470	123734	128613
1471	123813	128523
1472	123895	128437
1473	123977	128350
1474	124049	128255
1475	124129	128166
1476	124208	128077
1477	124288	127988
1478	124374	127906
1479	124455	127819
1480	124538	127733
1481	124617	127644
1482	124694	127553
1483	124777	127467
1484	124869	127392
1485	124949	127304
1486	125034	127220
1487	125109	127127
1488	125194	127044
1489	125294	126975
1490	125388	126902
1491	125459	126805
1492	125546	126724
1493	125629	126638
1494	125711	126552
1495	125791	126463
1496	125866	126371
1497	125943	126279
1498	126020	126188
1499	126101	126101
1500	126179	126011
1501	126259	125923
1502	126352	125848
1503	126421	125748
1504	126495	125654
1505	126579	125571
1506	126664	125487
1507	126749	125404
1508	126836	125323
1509	126919	125238
1510	127007	125158
1511	127078	125061
1512	127172	124987
1513	127252	124899
1514	127356	124834
1515	127434	124745
1516	127527	124669
1517	127606	124580
1518	127692	124498
1519	127767	124404
1520	127851	124321
1521	127925	124227
1522	128005	124139
1523	128084	124050
1524	128165	123963
1525	128256	123886
1526	128354	123815
1527	128430	123723
1528	128510	123635
1529	128583	123540
1530	128662	123452
1531	128738	123359
1532	128816	123270
1533	128890	123176
1534	128968	123087
1535	129047	122998
1536	129130	122913
1537	129212	122827
1538	129307	122753
1539	129394	122672
1540	129474	122584
1541	129556	122499
1542	129642	122417
1543	129728	122334
1544	129816	122254
1545	129895	122165
1546	129971	122074
1547	130053	121988
1548	130130	121897
1549	130202	121802
1550	130292	121723
1551	130374	121638
1552	130451	121547
1553	130533	121461
1554	130613	121373
1555	130691	121284
1556	130771	121196
1557	130849	121106
1558	130923	121014
1559	131003	120926
1560	131085	120840
1561	131165	120752
1562	131241	120661
1563	131340	120590
1564	131422	120505
1565	131506	120421
1566	131585	120332
1567	131653	120234
1568	131733	120146
1569	131803	120050
1570	131878	119958
1571	131958	119871
1572	132036	119781
1573	132107	119685
1574	132183	119594
1575	132270	119513
1576	132363	119437
1577	132440	119347
1578	132520	119260
1579	132598	119171
1580	132721	119122
1581	132815	119047
1582	132901	118964
1583	132977	118874
1584	133063	118792
1585	133142	118703
1586	133222	118616
1587	133314	118538
1588	133392	118449
1589	133463	118354
1590	133545	118268
1591	133622	118178
1592	133704	118092
1593	133780	118002
1594	133865	117919
1595	133954	117839
1596	134040	117757
1597	134115	117666
1598	134203	117585
1599	134293	117506
1600	134379	117424
1601	134458	117336
1602	134541	117251
1603	134621	117164
1604	134726	117098
1605	134805	117010
1606	134887	116924
1607	134960	116831
1608	135056	116757
1609	135138	116671
1610	135216	116583
1611	135311	116509
1612	135395	116424
1613	135475	116337
1614	135547	116243
1615	135625	116154
1616	135707	116069
1617	135791	115984
1618	135884	115908
1619	135957	115815
1620	136042	115732
1621	136139	115659
1622	136220	115573
1623	136315	115498
1624	136414	115427
1625	136498	115343
1626	136579	115257
1627	136655	115166
1628	136734	115078
1629	136816	114992
1630	136903	114911
1631	136986	114826
1632	137070	114742
1633	137148	114654
1634	137227	114565
1635	137321	114490
1636	137401	114402
1637	137482	114317
1638	137565	114231
1639	137647	114146
1640	137727	114059
1641	137810	113974
1642	137895	113891
1643	137968	113798
1644	138044	113708
1645	138121	113618
1646	138200	113530
1647	138283	113445
1648	138354	113351
1649	138444	113272
1650	138524	113185
1651	138596	113092
1652	138685	113012
1653	138760	112920
1654	138841	112835
1655	138920	112747
1656	139001	112660
1657	139081	112573
1658	139160	112486
1659	139249	112406
1660	139345	112332
1661	139431	112249
1662	139513	112164
1663	139595	112078
1664	139678	111994
