iter	R2	RMSE
883	0.9432378712	0.1906912649
884	0.9432535823	0.1906648725
885	0.9432743339	0.1906300072
886	0.9432879076	0.1906071982
887	0.9433004518	0.1905861167
888	0.9433199088	0.1905534131
889	0.943330668	0.1905353266
890	0.9433415379	0.1905170521
891	0.9433483491	0.1905056004
892	0.9433504781	0.1905020205
893	0.943367784	0.1904729201
894	0.9433733436	0.1904635704
895	0.9433783022	0.1904552311
896	0.9433805812	0.1904513983
897	0.9433923955	0.1904315272
898	0.9434148963	0.1903936765
899	0.9434193192	0.1903862353
900	0.9434319334	0.1903650116
901	0.9434435898	0.1903453974
902	0.9434701166	0.190300753
903	0.9434846711	0.1902762535
904	0.9434967605	0.190255901
905	0.9435032811	0.1902449227
906	0.943525622	0.1902073042
907	0.9435330395	0.1901948126
908	0.9435454185	0.1901739636
909	0.9435519097	0.1901630301
910	0.9435599937	0.1901494129
911	0.9435746764	0.1901246778
912	0.9435816886	0.1901128637
913	0.9435903764	0.1900982255
914	0.943604084	0.1900751271
915	0.9436454028	0.1900054844
916	0.9436506837	0.1899965817
917	0.9436539269	0.189991114
918	0.9436709693	0.1899623796
919	0.9436865401	0.1899361224
920	0.9436947717	0.18992224
921	0.9437054745	0.1899041884
922	0.9437182081	0.1898827095
923	0.9437296085	0.1898634772
924	0.9437375769	0.1898500336
925	0.9437416018	0.1898432427
926	0.9437486415	0.1898313646
927	0.9437545535	0.1898213887
928	0.9437663851	0.1898014225
929	0.9437846258	0.1897706368
930	0.9438040636	0.1897378252
931	0.9438164568	0.189716902
932	0.9438279584	0.1896974821
933	0.9438380074	0.1896805132
934	0.9438532748	0.1896547295
935	0.9438620983	0.1896398267
936	0.9438846279	0.1896017693
937	0.943897347	0.1895802804
938	0.9439084715	0.1895614838
939	0.9439132045	0.1895534861
940	0.9439263466	0.1895312769
941	0.9439355276	0.1895157602
942	0.9439456798	0.1894986006
943	0.9439830021	0.1894355038
944	0.9439868157	0.1894290553
945	0.9439954239	0.1894144988
946	0.9440081614	0.1893929577
947	0.9440167301	0.1893784652
948	0.9440292523	0.1893572843
949	0.9440347972	0.1893479044
950	0.944052425	0.1893180818
951	0.9440627815	0.1893005586
952	0.9440739461	0.1892816663
953	0.9440816616	0.1892686093
954	0.944098911	0.1892394148
955	0.9441178006	0.189207439
956	0.9441266827	0.1891924017
957	0.9441338771	0.1891802209
958	0.9441452507	0.1891609627
959	0.9441556559	0.1891433424
960	0.9441670754	0.1891240026
961	0.94418279	0.1890973855
962	0.9441880883	0.1890884106
963	0.9442027779	0.1890635251
964	0.9442089904	0.1890529995
965	0.9442130819	0.1890460672
966	0.9442221852	0.1890306423
967	0.9442483653	0.188986275
968	0.9442534941	0.188977582
969	0.9442637267	0.1889602373
970	0.944267366	0.1889540681
971	0.9442766778	0.1889382822
972	0.9442829751	0.188927606
973	0.944285189	0.1889238524
974	0.9442979283	0.1889022522
975	0.9443071564	0.1888866039
976	0.944313237	0.1888762924
977	0.9443234006	0.1888590553
978	0.9443461196	0.1888205191
979	0.9443570944	0.1888019008
980	0.9443616975	0.1887940912
981	0.9443979034	0.1887326536
982	0.9444112185	0.1887100542
983	0.9444174033	0.188699556
984	0.9444363525	0.1886673875
985	0.9444445939	0.1886533951
986	0.9444621225	0.1886236311
987	0.9444731997	0.1886048195
988	0.9444818103	0.1885901952
989	0.9445084731	0.1885449043
990	0.9445199272	0.1885254443
991	0.944528051	0.1885116412
992	0.9445471162	0.1884792437
993	0.9445516322	0.1884715687
994	0.9445665181	0.1884462681
995	0.9445754928	0.1884310126
996	0.9445826798	0.1884187952
997	0.9445895094	0.1884071845
998	0.9445964408	0.1883954001
999	0.9446241632	0.1883482603
1000	0.9446333539	0.1883326296
1001	0.9446406018	0.188320302
1002	0.944646957	0.1883094924
1003	0.9446579762	0.1882907479
1004	0.9446696503	0.1882708873
1005	0.944673338	0.1882646132
1006	0.9446775468	0.1882574523
1007	0.9446842068	0.1882461202
1008	0.9446912753	0.1882340924
1009	0.9447039067	0.1882125967
1010	0.9447163672	0.1881913895
1011	0.9447245567	0.1881774501
1012	0.9447572181	0.1881218462
1013	0.9447706818	0.1880989204
1014	0.9447779355	0.1880865677
1015	0.9447954369	0.1880567604
1016	0.9448057443	0.1880392034
1017	0.9448114715	0.1880294472
1018	0.9448259682	0.1880047503
1019	0.9448385988	0.1879832297
1020	0.944857246	0.1879514534
1021	0.9448735299	0.1879236997
1022	0.9448911193	0.1878937167
1023	0.9449079994	0.187864938
1024	0.9449183443	0.1878472992
1025	0.9449214075	0.1878420758
1026	0.9449302211	0.187827046
1027	0.9449437727	0.1878039343
1028	0.9449533588	0.1877875839
1029	0.9449593443	0.1877773741
1030	0.9449623349	0.1877722727
1031	0.9449799298	0.187742256
1032	0.9449928522	0.1877202074
1033	0.9449979825	0.1877114532
1034	0.9450126615	0.1876864032
1035	0.9450227941	0.1876691099
1036	0.9450351435	0.1876480308
1037	0.9450494328	0.1876236376
1038	0.9450557191	0.1876129054
1039	0.9450600873	0.1876054474
1040	0.9450780434	0.1875747871
1041	0.9450824654	0.1875672357
1042	0.9450967083	0.1875429114
1043	0.9451065251	0.1875261442
1044	0.9451105286	0.1875193056
1045	0.9451176819	0.1875070863
1046	0.9451300631	0.1874859347
1047	0.9451413339	0.187466678
1048	0.9451501587	0.1874515992
1049	0.9451603502	0.1874341835
1050	0.9451693203	0.1874188535
1051	0.9451870421	0.1873885633
1052	0.9451909991	0.1873817993
1053	0.9452056551	0.1873567446
1054	0.9452199018	0.1873323863
1055	0.9452371766	0.1873028466
1056	0.9452500641	0.1872808058
1057	0.9452623477	0.1872597957
1058	0.9452749966	0.1872381583
1059	0.9452793062	0.1872307857
1060	0.9452918691	0.1872092919
1061	0.9452990459	0.1871970122
1062	0.9453233872	0.1871553574
1063	0.9453330727	0.18713878
1064	0.9453383133	0.1871298099
1065	0.9453456059	0.1871173266
1066	0.9453614275	0.1870902409
1067	0.9453665721	0.1870814327
1068	0.9453725225	0.1870712446
1069	0.9453930292	0.1870361287
1070	0.9454115987	0.1870043245
1071	0.9454426346	0.1869511569
1072	0.9454534372	0.1869326474
1073	0.9454579428	0.1869249267
1074	0.9454700616	0.186904159
1075	0.9454797039	0.1868876335
1076	0.9455097386	0.1868361492
1077	0.9455223049	0.1868146043
1078	0.9455323078	0.1867974526
1079	0.9455456551	0.1867745639
1080	0.9455636121	0.1867437656
1081	0.9455752934	0.1867237282
1082	0.9455829262	0.1867106343
1083	0.9455868556	0.1867038931
1084	0.9456021773	0.1866776052
1085	0.9456157334	0.1866543433
1086	0.9456248961	0.1866386188
1087	0.9456272662	0.1866345513
1088	0.945638085	0.1866159825
1089	0.9456611589	0.1865763738
1090	0.9456715352	0.1865585591
1091	0.9456829874	0.1865388951
1092	0.9456934205	0.1865209792
1093	0.9457008472	0.1865082249
1094	0.9457097725	0.1864928958
1095	0.9457211982	0.1864732706
1096	0.9457298081	0.1864584805
1097	0.9457331037	0.186452819
1098	0.945740862	0.1864394903
1099	0.9457435134	0.186434935
1100	0.9457522164	0.186419982
1101	0.9457645975	0.1863987072
1102	0.9457706529	0.1863883012
1103	0.9457811084	0.1863703323
1104	0.945794001	0.1863481727
1105	0.9458138683	0.1863140199
1106	0.9458270395	0.1862913745
1107	0.9458336398	0.1862800256
1108	0.945837104	0.1862740687
1109	0.9458446233	0.1862611382
1110	0.945858198	0.1862377924
1111	0.9458705314	0.186216579
1112	0.9458764555	0.1862063886
1113	0.945886885	0.1861884469
1114	0.9459032336	0.1861603193
1115	0.9459094254	0.1861496652
1116	0.9459196582	0.1861320566
1117	0.9459358308	0.1861042233
1118	0.945941896	0.186093784
1119	0.9459466017	0.1860856842
1120	0.9459547903	0.1860715884
1121	0.9459588529	0.1860645948
1122	0.9459718569	0.1860422069
1123	0.9459759047	0.1860352377
1124	0.9459902765	0.1860104909
1125	0.9460108231	0.1859751061
1126	0.9460221562	0.1859555857
1127	0.9460295012	0.1859429334
1128	0.946037345	0.1859294209
1129	0.9460419436	0.1859214983
1130	0.9460486362	0.1859099679
1131	0.9460542561	0.1859002848
1132	0.9460570302	0.1858955049
1133	0.9460718915	0.185869896
1134	0.9460787708	0.1858580406
1135	0.9460878354	0.1858424177
1136	0.9460931621	0.1858332365
1137	0.9460971049	0.1858264404
1138	0.946103671	0.185815122
1139	0.946119551	0.1857877456
1140	0.9461277897	0.185773541
1141	0.9461346864	0.1857616493
1142	0.9461491846	0.1857366481
1143	0.9461588064	0.1857200541
1144	0.9461704252	0.1857000141
1145	0.9461859443	0.1856732434
1146	0.946189134	0.1856677407
1147	0.9461943237	0.1856587873
1148	0.9462060089	0.1856386261
1149	0.9462185042	0.1856170647
1150	0.946225502	0.1856049885
1151	0.9462352247	0.1855882085
1152	0.9462480318	0.185566103
1153	0.9462645552	0.1855375793
1154	0.9462812942	0.1855086788
1155	0.9462845161	0.1855031157
1156	0.9462896021	0.1854943334
1157	0.9462932002	0.1854881201
1158	0.9463088388	0.1854611125
1159	0.94632428	0.1854344418
1160	0.9463301503	0.1854243015
1161	0.9463419663	0.1854038887
1162	0.9463537455	0.1853835374
1163	0.9463588133	0.1853747809
1164	0.9463654228	0.1853633599
1165	0.946367939	0.1853590117
1166	0.9463717577	0.1853524127
1167	0.9463825732	0.1853337212
1168	0.9463934869	0.1853148581
1169	0.9464138679	0.1852796268
1170	0.9464209948	0.1852673054
1171	0.9464270292	0.1852568721
1172	0.9464541845	0.1852099143
1173	0.9464558338	0.1852070619
1174	0.9464584104	0.1852026057
1175	0.9464758878	0.1851723757
1176	0.9464839486	0.1851584315
1177	0.9464935956	0.1851417421
1178	0.9465022018	0.185126852
1179	0.9465055433	0.1851210703
1180	0.9465194082	0.1850970786
1181	0.9465333777	0.1850729027
1182	0.9465375355	0.1850657065
1183	0.9465468301	0.1850496188
1184	0.9465549988	0.1850354785
1185	0.9465712979	0.1850072613
1186	0.9465772362	0.1849969797
1187	0.9465855064	0.1849826598
1188	0.9465981088	0.1849608365
1189	0.9466043833	0.1849499701
1190	0.946609717	0.1849407326
1191	0.9466234501	0.1849169456
1192	0.9466277778	0.1849094491
1193	0.9466311248	0.1849036511
1194	0.9466439624	0.184881411
1195	0.9466543043	0.1848634926
1196	0.9466615184	0.1848509922
1197	0.9466734449	0.1848303247
1198	0.9466818674	0.184815728
1199	0.9466850219	0.1848102607
1200	0.9466904767	0.1848008062
1201	0.9467070306	0.1847721115
1202	0.9467111692	0.1847649367
1203	0.9467163028	0.184756037
1204	0.9467236296	0.1847433339
1205	0.9467319652	0.1847288811
1206	0.9467389631	0.1847167465
1207	0.9467417766	0.1847118677
1208	0.9467523449	0.18469354
1209	0.9467620894	0.1846766396
1210	0.9467654326	0.1846708408
1211	0.9467774569	0.1846499835
1212	0.9467853905	0.1846362206
1213	0.9467952794	0.1846190643
1214	0.9468086461	0.1845958718
1215	0.9468187046	0.1845784175
1216	0.9468321909	0.1845550122
1217	0.9468398448	0.1845417276
1218	0.9468530988	0.1845187211
1219	0.946864208	0.1844994353
1220	0.9468681744	0.1844925491
1221	0.9468752881	0.1844801979
1222	0.946879117	0.1844735497
1223	0.9468821771	0.1844682362
1224	0.9468873527	0.1844592491
1225	0.9468905638	0.184453673
1226	0.9469045422	0.1844293972
1227	0.9469202459	0.1844021215
1228	0.9469243392	0.1843950111
1229	0.9469332114	0.1843795987
1230	0.9469362975	0.1843742372
1231	0.9469400032	0.1843677992
1232	0.9469458107	0.1843577094
1233	0.9469529098	0.1843453747
1234	0.9469566469	0.1843388811
1235	0.9469707591	0.1843143577
1236	0.9469767248	0.18430399
1237	0.9469814395	0.1842957957
1238	0.9469881198	0.1842841849
1239	0.9469964032	0.1842697865
1240	0.9470095816	0.1842468775
1241	0.9470324248	0.1842071604
1242	0.9470362868	0.1842004449
1243	0.9470396128	0.1841946611
1244	0.947042641	0.1841893951
1245	0.9470472162	0.1841814384
1246	0.9470583082	0.1841621471
1247	0.9470785905	0.184126867
1248	0.9470971873	0.1840945125
1249	0.9471070147	0.1840774127
1250	0.9471123738	0.1840680873
1251	0.9471255793	0.1840451058
1252	0.9471318743	0.1840341497
1253	0.9471355199	0.1840278045
1254	0.9471392661	0.1840212838
1255	0.9471462381	0.1840091478
1256	0.9471593891	0.1839862539
1257	0.9471701012	0.1839676037
1258	0.9471813259	0.183948059
1259	0.9471896591	0.1839335478
1260	0.9472057561	0.1839055133
1261	0.9472221846	0.1838768972
1262	0.9472245259	0.1838728187
1263	0.9472370565	0.1838509887
1264	0.9472431032	0.1838404537
1265	0.9472533229	0.1838226466
1266	0.9472604223	0.1838102756
1267	0.947263678	0.1838046019
1268	0.9472762109	0.18378276
1269	0.9472802658	0.1837756925
1270	0.9472879245	0.1837623434
1271	0.9472942714	0.1837512799
1272	0.9472963777	0.1837476082
1273	0.9473015892	0.1837385231
1274	0.9473062019	0.1837304817
1275	0.9473095808	0.1837245909
1276	0.947315555	0.1837141749
1277	0.9473202766	0.1837059425
1278	0.9473319052	0.1836856656
1279	0.9473403513	0.1836709367
1280	0.9473551121	0.183645193
1281	0.9473689141	0.183621118
1282	0.9473703783	0.1836185639
1283	0.9473744966	0.1836113796
1284	0.9473849443	0.1835931526
1285	0.9473905521	0.1835833685
1286	0.9474052601	0.1835577044
1287	0.9474133612	0.1835435674
1288	0.9474267817	0.1835201451
1289	0.9474309625	0.1835128478
1290	0.9474426381	0.1834924675
1291	0.9474456339	0.1834872379
1292	0.9474518079	0.1834764596
1293	0.9474611059	0.1834602266
1294	0.9474781152	0.1834305268
1295	0.9474834998	0.1834211239
1296	0.947485765	0.1834171681
1297	0.9474951618	0.1834007571
1298	0.9475038633	0.1833855593
1299	0.9475087543	0.1833770162
1300	0.9475125724	0.1833703468
1301	0.9475203874	0.1833566949
1302	0.9475263993	0.1833461923
1303	0.9475292788	0.1833411617
1304	0.9475343883	0.1833322348
1305	0.9475474645	0.1833093871
1306	0.9475540717	0.1832978414
1307	0.9475600252	0.1832874373
1308	0.947569327	0.183271181
1309	0.9475754014	0.1832605641
1310	0.9475833117	0.1832467376
1311	0.9475880797	0.1832384029
1312	0.947596841	0.1832230871
1313	0.9476049089	0.1832089822
1314	0.947620709	0.183181356
1315	0.9476292133	0.1831664848
1316	0.9476376375	0.1831517525
1317	0.9476499971	0.1831301357
1318	0.9476585105	0.1831152443
1319	0.9476623032	0.1831086099
1320	0.94767263	0.1830905444
1321	0.9476833914	0.1830717166
1322	0.9476931625	0.1830546197
1323	0.9477010745	0.1830407747
1324	0.9477047097	0.1830344131
1325	0.947709181	0.1830265882
1326	0.9477140416	0.1830180815
1327	0.9477179733	0.1830112002
1328	0.9477307487	0.182988839
1329	0.9477378622	0.1829763868
1330	0.9477441155	0.1829654397
1331	0.9477538951	0.182948318
1332	0.9477616174	0.1829347971
1333	0.9477757786	0.1829099996
1334	0.9477833972	0.1828966575
1335	0.9477876661	0.1828891811
1336	0.9477951825	0.1828760165
1337	0.9477969046	0.1828730001
1338	0.9478014026	0.1828651215
1339	0.9478086217	0.1828524758
1340	0.9478176599	0.1828366424
1341	0.9478365764	0.1828034997
1342	0.947838161	0.182800723
1343	0.9478470769	0.1827850995
1344	0.9478574314	0.1827669535
1345	0.9478706048	0.1827438647
1346	0.9478774669	0.1827318366
1347	0.9478792274	0.1827287505
1348	0.9478838753	0.1827206028
1349	0.9478879303	0.1827134942
1350	0.947891715	0.1827068593
1351	0.9478942261	0.1827024568
1352	0.9479048436	0.1826838414
1353	0.9479160215	0.1826642414
1354	0.9479308963	0.1826381557
1355	0.9479436834	0.1826157282
1356	0.9479496005	0.1826053493
1357	0.9479539772	0.1825976718
1358	0.9479650962	0.1825781659
1359	0.9479727035	0.1825648193
1360	0.947983347	0.1825461442
1361	0.9479923247	0.1825303905
1362	0.9480032906	0.182511146
1363	0.9480152168	0.182490214
1364	0.9480227521	0.1824769875
1365	0.9480282407	0.1824673527
1366	0.9480404767	0.1824458718
1367	0.9480497201	0.1824296428
1368	0.9480559466	0.1824187099
1369	0.9480621564	0.1824078058
1370	0.9480714254	0.1823915286
1371	0.9480756457	0.1823841167
1372	0.9480817233	0.1823734426
1373	0.9480837573	0.1823698703
1374	0.9480868749	0.1823643945
1375	0.9480907605	0.1823575695
1376	0.9480949806	0.1823501566
1377	0.9481038919	0.1823345028
1378	0.9481104875	0.1823229157
1379	0.9481169526	0.1823115572
1380	0.9481228163	0.1823012547
1381	0.9481378466	0.1822748439
1382	0.9481406019	0.1822700019
1383	0.9481469916	0.1822587726
1384	0.9481516684	0.1822505531
1385	0.9481714584	0.1822157682
1386	0.9481832346	0.1821950659
1387	0.9481972266	0.1821704654
1388	0.9482183664	0.1821332913
1389	0.9482216749	0.1821274726
1390	0.9482254022	0.1821209173
1391	0.9482365657	0.182101282
1392	0.9482432567	0.1820895122
1393	0.9482460025	0.1820846821
1394	0.9482491862	0.1820790815
1395	0.9482559037	0.1820672637
1396	0.9482684947	0.1820451109
1397	0.9482776556	0.1820289915
1398	0.9482947694	0.1819988743
1399	0.9483001789	0.1819893535
1400	0.9483087111	0.1819743357
1401	0.9483111465	0.1819700488
1402	0.9483257167	0.1819444
1403	0.9483350542	0.1819279606
1404	0.9483403715	0.1819185984
1405	0.9483427481	0.1819144138
1406	0.9483473631	0.1819062877
1407	0.9483553931	0.1818921473
1408	0.9483592207	0.1818854068
1409	0.9483624538	0.181879713
1410	0.9483709788	0.1818646989
1411	0.9483774832	0.1818532425
1412	0.9483847681	0.1818404106
1413	0.9483873101	0.1818359328
1414	0.948390871	0.18182966
1415	0.9483945591	0.181823163
1416	0.9484052356	0.1818043536
1417	0.9484115417	0.1817932428
1418	0.9484216971	0.1817753486
1419	0.9484343631	0.1817530281
1420	0.9484380868	0.1817464655
1421	0.9484450442	0.1817342032
1422	0.9484548551	0.1817169106
1423	0.9484622563	0.181703864
1424	0.9484665509	0.1816962932
1425	0.9484711921	0.1816881111
1426	0.9484801954	0.1816722378
1427	0.9484818645	0.1816692949
1428	0.9484900857	0.1816547991
1429	0.9484991277	0.1816388547
1430	0.9485079715	0.1816232582
1431	0.9485137777	0.1816130182
1432	0.948520949	0.1816003696
1433	0.9485356795	0.1815743857
1434	0.9485460629	0.1815560677
1435	0.9485493419	0.1815502825
1436	0.9485620998	0.1815277721
1437	0.9485665516	0.1815199166
1438	0.9485706071	0.1815127602
1439	0.9485839942	0.1814891347
1440	0.9485922806	0.1814745094
1441	0.9486025531	0.181456377
1442	0.948610559	0.1814422442
1443	0.9486219993	0.1814220467
1444	0.9486256125	0.1814156672
1445	0.9486334327	0.1814018592
1446	0.9486367428	0.1813960143
1447	0.9486408606	0.1813887429
1448	0.9486447584	0.1813818597
1449	0.9486615876	0.1813521378
1450	0.9486653486	0.1813454947
1451	0.9486796504	0.1813202317
1452	0.9486855413	0.1813098248
1453	0.9486953849	0.1812924337
1454	0.9487028819	0.1812791874
1455	0.9487070934	0.1812717457
1456	0.9487116167	0.1812637527
1457	0.9487160173	0.1812559762
1458	0.9487228585	0.1812438862
1459	0.9487265608	0.181237343
1460	0.9487366902	0.1812194398
1461	0.9487451826	0.1812044285
1462	0.9487510668	0.1811940268
1463	0.9487554845	0.1811862171
1464	0.9487650362	0.1811693303
1465	0.9487695917	0.1811612759
1466	0.9487811116	0.1811409064
1467	0.9487898109	0.1811255226
1468	0.948792692	0.1811204275
1469	0.9487981003	0.1811108627
1470	0.9488022745	0.1811034801
1471	0.9488072984	0.1810945943
1472	0.9488120239	0.1810862358
1473	0.9488170992	0.1810772582
1474	0.9488213548	0.1810697302
1475	0.9488339971	0.1810473646
1476	0.9488431677	0.1810311392
1477	0.9488529375	0.1810138519
1478	0.9488621872	0.1809974835
1479	0.9488647417	0.1809929627
1480	0.9488715162	0.1809809731
1481	0.948878994	0.180967738
1482	0.9488821951	0.180962072
1483	0.9488936632	0.1809417717
1484	0.9489022726	0.1809265303
1485	0.948908846	0.1809148924
1486	0.9489173885	0.1808997671
1487	0.9489209904	0.1808933893
1488	0.9489231934	0.1808894883
1489	0.9489274239	0.1808819969
1490	0.9489296	0.1808781435
1491	0.9489358419	0.1808670896
1492	0.9489474512	0.1808465285
1493	0.9489502294	0.1808416077
1494	0.9489640322	0.1808171582
1495	0.9489694499	0.1808075607
1496	0.9489737523	0.1807999386
1497	0.9489766655	0.1807947774
1498	0.9489936376	0.1807647057
1499	0.9489962361	0.1807601011
1500	0.9490033797	0.1807474419
1501	0.9490123842	0.180731484
1502	0.9490186033	0.1807204615
1503	0.9490265333	0.1807064057
1504	0.9490345762	0.1806921485
1505	0.9490366955	0.1806883917
1506	0.9490457727	0.1806722995
1507	0.9490488043	0.1806669247
1508	0.9490533437	0.1806588764
1509	0.9490647107	0.1806387215
1510	0.9490672447	0.1806342281
1511	0.9490692667	0.1806306425
1512	0.9490768625	0.1806171723
1513	0.949091737	0.1805907916
1514	0.9490983148	0.1805791243
1515	0.9491067785	0.1805641106
1516	0.949113057	0.1805529726
1517	0.9491227215	0.1805358263
1518	0.9491311575	0.1805208584
1519	0.9491349351	0.1805141554
1520	0.9491402855	0.1805046612
1521	0.9491477924	0.1804913394
1522	0.9491505508	0.1804864441
1523	0.9491617943	0.180466489
1524	0.9491714805	0.180449296
1525	0.9491821737	0.1804303137
1526	0.9491929587	0.1804111665
1527	0.9491954151	0.1804068052
1528	0.9491980609	0.1804021075
1529	0.9491987715	0.1804008458
1530	0.9492107767	0.1803795286
1531	0.9492155391	0.1803710716
1532	0.9492215796	0.1803603442
1533	0.9492244999	0.1803551578
1534	0.9492259895	0.1803525123
1535	0.949231209	0.1803432421
1536	0.9492382079	0.1803308106
1537	0.9492414087	0.1803251252
1538	0.9492452161	0.180318362
1539	0.9492523127	0.1803057554
1540	0.9492606854	0.1802908807
1541	0.9492694405	0.1802753254
1542	0.9492734597	0.1802681839
1543	0.9492810174	0.1802547545
1544	0.9492872516	0.180243676
1545	0.9492887488	0.1802410153
1546	0.949298466	0.1802237458
1547	0.9493056954	0.1802108964
1548	0.9493131234	0.1801976932
1549	0.9493218921	0.1801821057
1550	0.9493352032	0.1801584408
1551	0.9493380001	0.1801534681
1552	0.9493472772	0.1801369726
1553	0.9493508297	0.1801306556
1554	0.949357065	0.1801195675
1555	0.9493718086	0.1800933466
1556	0.9493817267	0.1800757056
1557	0.9493928371	0.1800559417
1558	0.9493969207	0.180048677
1559	0.9494085304	0.1800280219
1560	0.9494139972	0.180018295
1561	0.9494300257	0.1799897727
1562	0.9494349499	0.1799810093
1563	0.9494377661	0.1799759973
1564	0.9494410836	0.1799700929
1565	0.9494430859	0.1799665291
1566	0.9494540352	0.1799470401
1567	0.9494586322	0.1799388571
1568	0.949464058	0.1799291983
1569	0.9494680885	0.179922023
1570	0.9494730514	0.1799131873
1571	0.9494792282	0.1799021901
1572	0.9494932928	0.1798771467
1573	0.9495023386	0.1798610379
1574	0.9495080305	0.1798509009
1575	0.9495096107	0.1798480865
1576	0.949515096	0.1798383169
1577	0.9495237147	0.1798229653
1578	0.9495346098	0.1798035574
1579	0.9495495391	0.1797769595
1580	0.9495569696	0.1797637199
1581	0.949569049	0.179742195
1582	0.949579228	0.1797240544
1583	0.9495828144	0.1797176626
1584	0.9495916524	0.1797019098
1585	0.9495997912	0.1796874022
1586	0.9496100678	0.1796690821
1587	0.9496166256	0.1796573905
1588	0.9496177967	0.1796553026
1589	0.9496345977	0.1796253451
1590	0.9496403172	0.1796151458
1591	0.949646048	0.1796049256
1592	0.9496521264	0.1795940849
1593	0.9496644748	0.1795720597
1594	0.9496706253	0.1795610884
1595	0.9496805164	0.1795434433
1596	0.9496860068	0.179533648
1597	0.9496969888	0.1795140535
1598	0.9497023415	0.1795045023
1599	0.949704025	0.1795014983
1600	0.9497162849	0.1794796197
1601	0.9497245544	0.1794648608
1602	0.9497296274	0.1794558061
1603	0.9497354849	0.1794453507
1604	0.9497442221	0.1794297541
1605	0.9497524162	0.1794151257
1606	0.9497592646	0.1794028987
1607	0.949768618	0.1793861981
1608	0.9497721773	0.1793798424
1609	0.9497770879	0.1793710737
1610	0.9497885631	0.1793505805
1611	0.9497895986	0.1793487312
1612	0.9497930502	0.1793425667
1613	0.9498033211	0.1793242215
1614	0.9498041777	0.1793226915
1615	0.9498098688	0.1793125256
1616	0.9498152865	0.1793028475
1617	0.949821994	0.1792908645
1618	0.9498284784	0.1792792796
1619	0.9498326237	0.1792718731
1620	0.9498380758	0.1792621314
1621	0.9498458866	0.1792481742
1622	0.9498534847	0.1792345961
1623	0.949859239	0.1792243122
1624	0.9498669255	0.1792105744
1625	0.9498718085	0.1792018465
1626	0.9498801024	0.1791870211
1627	0.9499036964	0.1791448399
1628	0.9499052351	0.1791420886
1629	0.9499103551	0.1791329336
1630	0.949919759	0.1791161176
1631	0.9499278995	0.1791015595
1632	0.9499375188	0.179084355
1633	0.9499418865	0.1790765427
1634	0.9499488463	0.1790640935
1635	0.9499527669	0.1790570801
1636	0.9499685901	0.179028772
1637	0.9499739003	0.179019271
1638	0.9499777408	0.1790123991
1639	0.9499908311	0.1789889749
1640	0.9499926324	0.1789857512
1641	0.9499970755	0.1789777997
1642	0.950010589	0.1789536134
1643	0.9500128157	0.1789496278
1644	0.9500212903	0.178934458
1645	0.9500300085	0.1789188507
1646	0.9500422455	0.1788969419
1647	0.9500537495	0.178876343
1648	0.9500599336	0.178865269
1649	0.9500709455	0.1788455476
1650	0.9500736511	0.1788407019
1651	0.9500759221	0.1788366343
1652	0.9500794244	0.1788303614
1653	0.950080057	0.1788292282
1654	0.9500862852	0.1788180722
1655	0.9500989181	0.1787954419
1656	0.9501030741	0.1787879963
1657	0.9501139912	0.1787684363
1658	0.950120593	0.178756607
1659	0.9501255094	0.1787477972
1660	0.9501283093	0.1787427798
1661	0.9501372988	0.1787266696
1662	0.9501414594	0.1787192129
1663	0.950150686	0.1787026756
1664	0.9501636137	0.1786795022
1665	0.9501749224	0.1786592284
1666	0.9501848434	0.1786414404
1667	0.950193323	0.1786262355
1668	0.950200608	0.1786131716
1669	0.9502098982	0.1785965105
1670	0.9502197885	0.1785787713
1671	0.9502206135	0.1785772916
1672	0.9502291563	0.1785619679
1673	0.950242104	0.1785387401
1674	0.9502452868	0.17853303
1675	0.9502534908	0.1785183102
1676	0.9502611597	0.1785045495
1677	0.9502675989	0.1784929946
1678	0.9502718517	0.1784853627
1679	0.9502748744	0.1784799381
1680	0.9502802941	0.1784702113
1681	0.9502855486	0.1784607803
1682	0.950290874	0.1784512218
1683	0.9502986887	0.1784371943
1684	0.9503032401	0.1784290239
1685	0.9503072123	0.1784218929
1686	0.9503110794	0.1784149503
1687	0.9503182196	0.1784021308
1688	0.9503226223	0.1783942258
1689	0.9503268486	0.1783866373
1690	0.9503307782	0.1783795811
1691	0.9503389508	0.1783649052
1692	0.9503508369	0.1783435587
1693	0.9503543747	0.1783372045
1694	0.9503574343	0.178331709
1695	0.9503624362	0.1783227247
1696	0.9503670471	0.1783144421
1697	0.9503718271	0.1783058554
1698	0.9503756402	0.1782990054
1699	0.9503818583	0.1782878343
1700	0.9503922044	0.1782692456
1701	0.9503993727	0.1782563652
1702	0.950402212	0.1782512631
1703	0.9504093029	0.1782385206
1704	0.9504133054	0.1782313275
1705	0.9504219854	0.1782157274
1706	0.950437342	0.1781881244
1707	0.9504435601	0.1781769463
1708	0.9504464853	0.1781716877
1709	0.9504511394	0.1781633205
1710	0.9504557284	0.17815507
1711	0.950468692	0.1781317607
1712	0.9504802153	0.1781110386
1713	0.9504887299	0.1780957254
1714	0.9504963317	0.1780820527
1715	0.9505039442	0.1780683597
1716	0.9505153848	0.178047779
1717	0.9505220513	0.1780357856
1718	0.950525243	0.178030043
1719	0.950529566	0.1780222649
1720	0.9505317676	0.1780183036
